STATION,STATION_NAME,DATE,TMAX,TMIN,TOBS
GHCND:USC00312515,DURHAM NC US,20100101,56,6,39
GHCND:USC00312515,DURHAM NC US,20100102,78,-56,-50
GHCND:USC00312515,DURHAM NC US,20100103,-17,-100,-94
GHCND:USC00312515,DURHAM NC US,20100104,6,-94,-72
GHCND:USC00312515,DURHAM NC US,20100105,6,-94,-72
GHCND:USC00312515,DURHAM NC US,20100106,6,-94,-50
GHCND:USC00312515,DURHAM NC US,20100107,28,-94,-61
GHCND:USC00312515,DURHAM NC US,20100108,67,-94,-11
GHCND:USC00312515,DURHAM NC US,20100109,67,-94,6
GHCND:USC00312515,DURHAM NC US,20100110,17,-72,-67
GHCND:USC00312515,DURHAM NC US,20100111,50,-89,0
GHCND:USC00312515,DURHAM NC US,20100112,22,-56,-56
GHCND:USC00312515,DURHAM NC US,20100113,72,-56,-44
GHCND:USC00312515,DURHAM NC US,20100114,-39,-56,-44
GHCND:USC00312515,DURHAM NC US,20100115,117,-44,-28
GHCND:USC00312515,DURHAM NC US,20100116,150,-33,-11
GHCND:USC00312515,DURHAM NC US,20100117,100,-11,94
GHCND:USC00312515,DURHAM NC US,20100118,172,11,17
GHCND:USC00312515,DURHAM NC US,20100119,156,-11,39
GHCND:USC00312515,DURHAM NC US,20100120,100,-11,94
GHCND:USC00312515,DURHAM NC US,20100121,178,22,28
GHCND:USC00312515,DURHAM NC US,20100122,172,11,17
GHCND:USC00312515,DURHAM NC US,20100123,189,6,22
GHCND:USC00312515,DURHAM NC US,20100124,206,11,39
GHCND:USC00312515,DURHAM NC US,20100125,178,28,50
GHCND:USC00312515,DURHAM NC US,20100126,178,-11,72
GHCND:USC00312515,DURHAM NC US,20100127,83,-28,44
GHCND:USC00312515,DURHAM NC US,20100128,144,-6,0
GHCND:USC00312515,DURHAM NC US,20100129,144,-6,0
GHCND:USC00312515,DURHAM NC US,20100130,0,-72,-72
GHCND:USC00312515,DURHAM NC US,20100131,-61,-100,-94
GHCND:USC00312515,DURHAM NC US,20100201,17,-111,-28
GHCND:USC00312515,DURHAM NC US,20100202,72,-111,-6
GHCND:USC00312515,DURHAM NC US,20100203,83,-11,0
GHCND:USC00312515,DURHAM NC US,20100204,94,-6,-9999
GHCND:USC00312515,DURHAM NC US,20100205,89,6,33
GHCND:USC00312515,DURHAM NC US,20100206,78,-6,11
GHCND:USC00312515,DURHAM NC US,20100207,106,0,28
GHCND:USC00312515,DURHAM NC US,20100208,117,0,28
GHCND:USC00312515,DURHAM NC US,20100209,133,-6,17
GHCND:USC00312515,DURHAM NC US,20100210,44,-39,-33
GHCND:USC00312515,DURHAM NC US,20100211,56,-39,-17
GHCND:USC00312515,DURHAM NC US,20100212,22,-22,-17
GHCND:USC00312515,DURHAM NC US,20100213,22,-22,-17
GHCND:USC00312515,DURHAM NC US,20100214,44,-50,-22
GHCND:USC00312515,DURHAM NC US,20100215,61,-33,11
GHCND:USC00312515,DURHAM NC US,20100216,67,-33,-22
GHCND:USC00312515,DURHAM NC US,20100217,22,-50,-22
GHCND:USC00312515,DURHAM NC US,20100218,28,-44,-22
GHCND:USC00312515,DURHAM NC US,20100219,78,-44,0
GHCND:USC00312515,DURHAM NC US,20100220,128,-44,-17
GHCND:USC00312515,DURHAM NC US,20100221,128,-44,-17
GHCND:USC00312515,DURHAM NC US,20100222,167,-39,39
GHCND:USC00312515,DURHAM NC US,20100223,156,-44,-22
GHCND:USC00312515,DURHAM NC US,20100224,111,-22,-6
GHCND:USC00312515,DURHAM NC US,20100225,39,-17,-17
GHCND:USC00312515,DURHAM NC US,20100226,39,-17,39
GHCND:USC00312515,DURHAM NC US,20100227,78,-22,-17
GHCND:USC00312515,DURHAM NC US,20100228,78,-22,-17
GHCND:USC00312515,DURHAM NC US,20100301,94,-22,11
GHCND:USC00312515,DURHAM NC US,20100302,100,6,17
GHCND:USC00312515,DURHAM NC US,20100303,50,0,11
GHCND:USC00312515,DURHAM NC US,20100304,56,6,11
GHCND:USC00312515,DURHAM NC US,20100305,67,-28,17
GHCND:USC00312515,DURHAM NC US,20100306,106,-28,100
GHCND:USC00312515,DURHAM NC US,20100307,100,-33,11
GHCND:USC00312515,DURHAM NC US,20100308,156,-39,144
GHCND:USC00312515,DURHAM NC US,20100309,211,6,111
GHCND:USC00312515,DURHAM NC US,20100310,217,6,100
GHCND:USC00312515,DURHAM NC US,20100311,206,100,144
GHCND:USC00312515,DURHAM NC US,20100312,194,89,111
GHCND:USC00312515,DURHAM NC US,20100313,183,61,67
GHCND:USC00312515,DURHAM NC US,20100314,178,50,78
GHCND:USC00312515,DURHAM NC US,20100315,156,44,67
GHCND:USC00312515,DURHAM NC US,20100316,161,44,83
GHCND:USC00312515,DURHAM NC US,20100317,106,11,17
GHCND:USC00312515,DURHAM NC US,20100318,167,11,78
GHCND:USC00312515,DURHAM NC US,20100319,156,33,39
GHCND:USC00312515,DURHAM NC US,20100320,178,39,67
GHCND:USC00312515,DURHAM NC US,20100321,161,6,6
GHCND:USC00312515,DURHAM NC US,20100322,183,-6,17
GHCND:USC00312515,DURHAM NC US,20100323,172,17,161
GHCND:USC00312515,DURHAM NC US,20100324,156,28,33
GHCND:USC00312515,DURHAM NC US,20100325,167,33,100
GHCND:USC00312515,DURHAM NC US,20100326,217,33,61
GHCND:USC00312515,DURHAM NC US,20100327,228,-6,0
GHCND:USC00312515,DURHAM NC US,20100328,244,0,89
GHCND:USC00312515,DURHAM NC US,20100329,144,0,33
GHCND:USC00312515,DURHAM NC US,20100330,178,0,100
GHCND:USC00312515,DURHAM NC US,20100331,200,67,72
GHCND:USC00312515,DURHAM NC US,20100401,233,61,72
GHCND:USC00312515,DURHAM NC US,20100402,283,67,78
GHCND:USC00312515,DURHAM NC US,20100403,300,78,111
GHCND:USC00312515,DURHAM NC US,20100404,289,78,111
GHCND:USC00312515,DURHAM NC US,20100405,294,111,294
GHCND:USC00312515,DURHAM NC US,20100406,317,156,200
GHCND:USC00312515,DURHAM NC US,20100407,317,111,156
GHCND:USC00312515,DURHAM NC US,20100408,300,89,94
GHCND:USC00312515,DURHAM NC US,20100409,244,33,67
GHCND:USC00312515,DURHAM NC US,20100410,200,33,172
GHCND:USC00312515,DURHAM NC US,20100411,211,44,78
GHCND:USC00312515,DURHAM NC US,20100412,239,67,94
GHCND:USC00312515,DURHAM NC US,20100413,244,61,94
GHCND:USC00312515,DURHAM NC US,20100414,256,61,89
GHCND:USC00312515,DURHAM NC US,20100415,122,39,50
GHCND:USC00312515,DURHAM NC US,20100416,233,50,122
GHCND:USC00312515,DURHAM NC US,20100417,294,122,161
GHCND:USC00312515,DURHAM NC US,20100418,239,39,78
GHCND:USC00312515,DURHAM NC US,20100419,217,28,67
GHCND:USC00312515,DURHAM NC US,20100420,183,33,67
GHCND:USC00312515,DURHAM NC US,20100421,189,39,67
GHCND:USC00312515,DURHAM NC US,20100422,200,67,89
GHCND:USC00312515,DURHAM NC US,20100423,228,89,156
GHCND:USC00312515,DURHAM NC US,20100424,239,89,150
GHCND:USC00312515,DURHAM NC US,20100425,261,144,189
GHCND:USC00312515,DURHAM NC US,20100426,261,111,117
GHCND:USC00312515,DURHAM NC US,20100427,183,50,61
GHCND:USC00312515,DURHAM NC US,20100428,183,50,61
GHCND:USC00312515,DURHAM NC US,20100429,183,33,50
GHCND:USC00312515,DURHAM NC US,20100430,222,50,133
GHCND:USC00312515,DURHAM NC US,20100501,272,133,167
GHCND:USC00312515,DURHAM NC US,20100502,294,172,294
GHCND:USC00312515,DURHAM NC US,20100503,311,211,217
GHCND:USC00312515,DURHAM NC US,20100504,244,206,211
GHCND:USC00312515,DURHAM NC US,20100505,244,139,150
GHCND:USC00312515,DURHAM NC US,20100506,256,139,161
GHCND:USC00312515,DURHAM NC US,20100507,306,139,150
GHCND:USC00312515,DURHAM NC US,20100508,306,89,156
GHCND:USC00312515,DURHAM NC US,20100509,300,94,144
GHCND:USC00312515,DURHAM NC US,20100510,233,89,-9999
GHCND:USC00312515,DURHAM NC US,20100511,183,56,122
GHCND:USC00312515,DURHAM NC US,20100512,278,67,122
GHCND:USC00312515,DURHAM NC US,20100513,278,122,206
GHCND:USC00312515,DURHAM NC US,20100514,206,172,189
GHCND:USC00312515,DURHAM NC US,20100515,306,178,228
GHCND:USC00312515,DURHAM NC US,20100516,311,183,189
GHCND:USC00312515,DURHAM NC US,20100517,244,150,156
GHCND:USC00312515,DURHAM NC US,20100518,183,106,111
GHCND:USC00312515,DURHAM NC US,20100519,167,111,117
GHCND:USC00312515,DURHAM NC US,20100520,189,139,139
GHCND:USC00312515,DURHAM NC US,20100522,256,117,183
GHCND:USC00312515,DURHAM NC US,20100524,256,172,172
GHCND:USC00312515,DURHAM NC US,20100525,233,172,228
GHCND:USC00312515,DURHAM NC US,20100526,228,156,156
GHCND:USC00312515,DURHAM NC US,20100527,289,172,200
GHCND:USC00312515,DURHAM NC US,20100528,306,156,189
GHCND:USC00312515,DURHAM NC US,20100529,278,167,178
GHCND:USC00312515,DURHAM NC US,20100530,278,172,211
GHCND:USC00312515,DURHAM NC US,20100531,-9999,167,211
GHCND:USC00312515,DURHAM NC US,20100601,289,172,206
GHCND:USC00312515,DURHAM NC US,20100602,267,200,206
GHCND:USC00312515,DURHAM NC US,20100603,278,194,217
GHCND:USC00312515,DURHAM NC US,20100604,278,200,211
GHCND:USC00312515,DURHAM NC US,20100605,300,200,233
GHCND:USC00312515,DURHAM NC US,20100606,311,200,233
GHCND:USC00312515,DURHAM NC US,20100607,322,167,178
GHCND:USC00312515,DURHAM NC US,20100608,322,161,222
GHCND:USC00312515,DURHAM NC US,20100609,256,178,189
GHCND:USC00312515,DURHAM NC US,20100610,278,189,272
GHCND:USC00312515,DURHAM NC US,20100611,306,194,194
GHCND:USC00312515,DURHAM NC US,20100612,300,194,211
GHCND:USC00312515,DURHAM NC US,20100613,317,206,211
GHCND:USC00312515,DURHAM NC US,20100614,322,211,222
GHCND:USC00312515,DURHAM NC US,20100615,322,217,222
GHCND:USC00312515,DURHAM NC US,20100616,322,222,272
GHCND:USC00312515,DURHAM NC US,20100617,317,211,217
GHCND:USC00312515,DURHAM NC US,20100618,322,189,200
GHCND:USC00312515,DURHAM NC US,20100619,317,194,211
GHCND:USC00312515,DURHAM NC US,20100620,311,200,206
GHCND:USC00312515,DURHAM NC US,20100621,333,194,217
GHCND:USC00312515,DURHAM NC US,20100622,339,200,222
GHCND:USC00312515,DURHAM NC US,20100623,339,200,228
GHCND:USC00312515,DURHAM NC US,20100624,339,200,228
GHCND:USC00312515,DURHAM NC US,20100625,339,228,272
GHCND:USC00312515,DURHAM NC US,20100626,317,228,239
GHCND:USC00312515,DURHAM NC US,20100627,339,222,233
GHCND:USC00312515,DURHAM NC US,20100628,-9999,233,233
GHCND:USC00312515,DURHAM NC US,20100629,344,222,239
GHCND:USC00312515,DURHAM NC US,20100630,344,217,222
GHCND:USC00312515,DURHAM NC US,20100701,256,133,178
GHCND:USC00312515,DURHAM NC US,20100702,244,178,211
GHCND:USC00312515,DURHAM NC US,20100703,278,133,156
GHCND:USC00312515,DURHAM NC US,20100704,278,133,156
GHCND:USC00312515,DURHAM NC US,20100705,328,156,189
GHCND:USC00312515,DURHAM NC US,20100706,328,156,189
GHCND:USC00312515,DURHAM NC US,20100707,367,161,239
GHCND:USC00312515,DURHAM NC US,20100708,361,156,244
GHCND:USC00312515,DURHAM NC US,20100709,339,211,217
GHCND:USC00312515,DURHAM NC US,20100710,344,217,228
GHCND:USC00312515,DURHAM NC US,20100711,356,217,239
GHCND:USC00312515,DURHAM NC US,20100712,344,206,256
GHCND:USC00312515,DURHAM NC US,20100713,306,200,211
GHCND:USC00312515,DURHAM NC US,20100714,294,211,217
GHCND:USC00312515,DURHAM NC US,20100715,306,206,222
GHCND:USC00312515,DURHAM NC US,20100716,322,222,250
GHCND:USC00312515,DURHAM NC US,20100717,328,239,244
GHCND:USC00312515,DURHAM NC US,20100718,339,200,250
GHCND:USC00312515,DURHAM NC US,20100719,328,206,261
GHCND:USC00312515,DURHAM NC US,20100720,333,222,233
GHCND:USC00312515,DURHAM NC US,20100721,339,233,233
GHCND:USC00312515,DURHAM NC US,20100722,333,228,233
GHCND:USC00312515,DURHAM NC US,20100723,328,233,267
GHCND:USC00312515,DURHAM NC US,20100724,344,244,267
GHCND:USC00312515,DURHAM NC US,20100725,356,228,272
GHCND:USC00312515,DURHAM NC US,20100726,356,228,233
GHCND:USC00312515,DURHAM NC US,20100727,317,233,244
GHCND:USC00312515,DURHAM NC US,20100728,250,211,222
GHCND:USC00312515,DURHAM NC US,20100729,311,217,272
GHCND:USC00312515,DURHAM NC US,20100730,328,206,211
GHCND:USC00312515,DURHAM NC US,20100731,283,189,217
GHCND:USC00312515,DURHAM NC US,20100801,228,167,172
GHCND:USC00312515,DURHAM NC US,20100802,239,172,206
GHCND:USC00312515,DURHAM NC US,20100803,278,172,206
GHCND:USC00312515,DURHAM NC US,20100804,294,206,233
GHCND:USC00312515,DURHAM NC US,20100805,311,217,239
GHCND:USC00312515,DURHAM NC US,20100806,328,217,217
GHCND:USC00312515,DURHAM NC US,20100807,278,211,228
GHCND:USC00312515,DURHAM NC US,20100808,306,211,217
GHCND:USC00312515,DURHAM NC US,20100809,300,206,211
GHCND:USC00312515,DURHAM NC US,20100810,339,211,256
GHCND:USC00312515,DURHAM NC US,20100811,356,211,256
GHCND:USC00312515,DURHAM NC US,20100812,339,222,228
GHCND:USC00312515,DURHAM NC US,20100813,339,228,233
GHCND:USC00312515,DURHAM NC US,20100814,294,222,228
GHCND:USC00312515,DURHAM NC US,20100815,294,222,239
GHCND:USC00312515,DURHAM NC US,20100816,300,228,239
GHCND:USC00312515,DURHAM NC US,20100817,311,228,256
GHCND:USC00312515,DURHAM NC US,20100818,333,228,250
GHCND:USC00312515,DURHAM NC US,20100819,322,222,244
GHCND:USC00312515,DURHAM NC US,20100820,328,211,217
GHCND:USC00312515,DURHAM NC US,20100821,306,211,228
GHCND:USC00312515,DURHAM NC US,20100822,306,194,261
GHCND:USC00312515,DURHAM NC US,20100824,294,200,200
GHCND:USC00312515,DURHAM NC US,20100826,267,183,189
GHCND:USC00312515,DURHAM NC US,20100827,289,183,189
GHCND:USC00312515,DURHAM NC US,20100828,294,189,222
GHCND:USC00312515,DURHAM NC US,20100829,294,194,200
GHCND:USC00312515,DURHAM NC US,20100830,294,183,194
GHCND:USC00312515,DURHAM NC US,20100831,322,183,183
GHCND:USC00312515,DURHAM NC US,20100906,300,128,133
GHCND:USC00312515,DURHAM NC US,20100908,294,200,211
GHCND:USC00312515,DURHAM NC US,20100910,294,139,139
GHCND:USC00312515,DURHAM NC US,20100911,261,139,167
GHCND:USC00312515,DURHAM NC US,20100912,267,167,194
GHCND:USC00312515,DURHAM NC US,20100913,272,156,161
GHCND:USC00312515,DURHAM NC US,20100914,333,144,150
GHCND:USC00312515,DURHAM NC US,20100915,317,139,144
GHCND:USC00312515,DURHAM NC US,20100917,317,144,217
GHCND:USC00312515,DURHAM NC US,20100919,317,133,139
GHCND:USC00312515,DURHAM NC US,20100921,306,178,189
GHCND:USC00312515,DURHAM NC US,20100923,322,189,211
GHCND:USC00312515,DURHAM NC US,20100925,317,211,211
GHCND:USC00312515,DURHAM NC US,20100926,322,189,194
GHCND:USC00312515,DURHAM NC US,20100927,328,183,200
GHCND:USC00312515,DURHAM NC US,20100928,217,178,178
GHCND:USC00312515,DURHAM NC US,20100929,239,156,156
GHCND:USC00312515,DURHAM NC US,20100930,206,156,161
GHCND:USC00312515,DURHAM NC US,20101002,228,89,94
GHCND:USC00312515,DURHAM NC US,20101004,206,94,117
GHCND:USC00312515,DURHAM NC US,20101006,178,72,78
GHCND:USC00312515,DURHAM NC US,20101007,189,78,122
GHCND:USC00312515,DURHAM NC US,20101008,250,89,189
GHCND:USC00312515,DURHAM NC US,20101010,250,100,211
GHCND:USC00312515,DURHAM NC US,20101011,250,100,211
GHCND:USC00312515,DURHAM NC US,20101012,278,128,133
GHCND:USC00312515,DURHAM NC US,20101013,272,128,178
GHCND:USC00312515,DURHAM NC US,20101014,278,150,156
GHCND:USC00312515,DURHAM NC US,20101015,194,72,72
GHCND:USC00312515,DURHAM NC US,20101019,217,122,211
GHCND:USC00312515,DURHAM NC US,20101021,222,89,94
GHCND:USC00312515,DURHAM NC US,20101023,222,33,39
GHCND:USC00312515,DURHAM NC US,20101025,228,39,150
GHCND:USC00312515,DURHAM NC US,20101026,233,144,178
GHCND:USC00312515,DURHAM NC US,20101027,239,178,228
GHCND:USC00312515,DURHAM NC US,20101028,278,200,206
GHCND:USC00312515,DURHAM NC US,20101029,278,83,94
GHCND:USC00312515,DURHAM NC US,20101030,144,17,17
GHCND:USC00312515,DURHAM NC US,20101101,206,17,67
GHCND:USC00312515,DURHAM NC US,20101102,128,50,61
GHCND:USC00312515,DURHAM NC US,20101103,139,39,89
GHCND:USC00312515,DURHAM NC US,20101104,122,61,78
GHCND:USC00312515,DURHAM NC US,20101105,122,39,39
GHCND:USC00312515,DURHAM NC US,20101106,89,28,39
GHCND:USC00312515,DURHAM NC US,20101107,139,-6,28
GHCND:USC00312515,DURHAM NC US,20101108,172,6,39
GHCND:USC00312515,DURHAM NC US,20101109,178,0,61
GHCND:USC00312515,DURHAM NC US,20101110,206,33,39
GHCND:USC00312515,DURHAM NC US,20101111,189,39,83
GHCND:USC00312515,DURHAM NC US,20101112,167,6,139
GHCND:USC00312515,DURHAM NC US,20101113,167,0,61
GHCND:USC00312515,DURHAM NC US,20101114,172,-11,6
GHCND:USC00312515,DURHAM NC US,20101115,183,-6,6
GHCND:USC00312515,DURHAM NC US,20101116,172,6,106
GHCND:USC00312515,DURHAM NC US,20101117,206,67,78
GHCND:USC00312515,DURHAM NC US,20101118,172,17,22
GHCND:USC00312515,DURHAM NC US,20101119,139,22,39
GHCND:USC00312515,DURHAM NC US,20101120,133,33,61
GHCND:USC00312515,DURHAM NC US,20101122,178,28,117
GHCND:USC00312515,DURHAM NC US,20101124,217,67,144
GHCND:USC00312515,DURHAM NC US,20101125,150,33,44
GHCND:USC00312515,DURHAM NC US,20101126,172,44,139
GHCND:USC00312515,DURHAM NC US,20101127,172,44,139
GHCND:USC00312515,DURHAM NC US,20101128,139,-33,17
GHCND:USC00312515,DURHAM NC US,20101129,78,-33,-22
GHCND:USC00312515,DURHAM NC US,20101201,200,-28,122
GHCND:USC00312515,DURHAM NC US,20101205,206,-56,-11
GHCND:USC00312515,DURHAM NC US,20101207,33,-67,-50
GHCND:USC00312515,DURHAM NC US,20101209,11,-44,-39
GHCND:USC00312515,DURHAM NC US,20101210,28,-61,-44
GHCND:USC00312515,DURHAM NC US,20101211,67,-44,-22
GHCND:USC00312515,DURHAM NC US,20101212,39,-22,17
GHCND:USC00312515,DURHAM NC US,20101213,83,-28,-28
GHCND:USC00312515,DURHAM NC US,20101214,6,-94,-89
GHCND:USC00312515,DURHAM NC US,20101216,6,-89,-28
GHCND:USC00312515,DURHAM NC US,20101218,-11,-33,-17
GHCND:USC00312515,DURHAM NC US,20101220,33,-50,-28
GHCND:USC00312515,DURHAM NC US,20101221,33,-28,33
GHCND:USC00312515,DURHAM NC US,20101223,100,-28,28
GHCND:USC00312515,DURHAM NC US,20101224,61,-39,-11
GHCND:USC00312515,DURHAM NC US,20101225,56,-17,-6
